,Literature,FALSAT-3,INUJAT,PERHYL,PENHTO,GAROMI-3,WARCSA-3,MENPIT,SWAPIA-2,KAIOHA-2,ROBHOP,MATTHB,1173780,KAIPAR,PENTSI,PITTEC,BIRHOS,ROCICH,MCIFRO,NOOAPH,BRIPTT,PURHPO-3,ELLTCO-4,IRATIH,PEAHRO,EPIHPO,CARTIJ,CLACAH,MCISGA,SPELTT,GRETIO-4,ROCHAT-4,PENHOP-2,PATHBS,ROTWWH,RUSFS-3,YANHVO,SCAWWH-2,AINSAP-2,PEAHOP-2,PITSRA-2,NOOTSA-2,LEVBHW-2,ROTTEC,SCHIHA-3,STRAMH-2,ASHHTO,MCIHAT-2,ROMFYY-2,KAIPOP-2,GARITS-2,LOERPJ,FLAHPO-4,RICCOT-11,AINRHA,WINPKP,PURTMS,BUCPAR,GALTTO-3,SCHHOT-7,DUSDHD,PAPPOT-2,DAVHOP,LOECER,WINAIR,THITEM,PIKHBT,FRASAT-13,TOMCIH,STOPAR,FLAHOT,AMIAHA,LESRCO,BUTTSA-3,SIRTCO,COVROT-2,HENDHO,GARHSA,HUMHIS,GILTNT,INUHLT,LYBCHS,ZINTUT,AINTPO,MIJHAS,SCHROH-5,MURWIT,WAXHQC,ROTHAJ,NATHST,STRTEC-2,COTMCA-2,MELHAO,SWABSO,PENTSO-2,STRTEC,GRETSA-6,COVROP,AINPAR,HATHSA,PENTIH,totalStrictCites
SPELTT,129.10530419490175,100.00000000000024,188.48121476750524,181.5669538863937,100.00000000000024,176.64430196891385,171.69739598502397,100.00000000000024,182.13149119662742,184.3387043248481,177.3564142601546,100.00000000000024,171.95644922740027,178.05578510362918,100.00000000000024,166.55247998483517,194.20422083917055,166.59522417456694,100.00000000000024,100.00000000000024,175.00081462413164,100.00000000000024,166.99144592245042,100.00000000000024,100.00000000000024,100.00000000000024,172.56345921991488,100.00000000000024,180.01066381559568,0.0,100.00000000000024,168.94612332390238,100.00000000000024,100.00000000000024,160.10120517653212,100.00000000000024,100.00000000000024,175.00081462413175,168.6374613017091,200.00000000000026,153.97183630662852,181.69050799960823,193.98264307515063,196.6502655674662,100.00000000000024,162.31449029310366,100.00000000000024,161.73601705482673,100.00000000000024,100.00000000000024,193.2858870177488,180.33835776154348,168.339336707838,100.00000000000024,156.6844534263283,179.36655858693305,179.91545704368195,100.00000000000024,179.18472416826796,189.62494704943046,100.00000000000024,174.94867867965658,186.5228583531547,157.38927029579992,166.7545959506104,159.46201734130256,100.00000000000024,197.02390650287154,100.00000000000024,100.00000000000024,187.3993964109958,100.00000000000024,194.29545874200215,100.00000000000024,100.00000000000024,100.00000000000024,172.4524338502824,175.10555537138058,175.19347341407064,100.00000000000024,170.60844085081172,175.00081462413164,100.00000000000024,180.95508014110422,100.00000000000024,199.69152899518667,100.00000000000024,171.11112897876794,189.62494704943043,100.00000000000024,100.00000000000024,175.23483225451255,100.00000000000024,172.81855304428422,164.36566080066206,161.17599987156504,156.44554429601237,199.80774870474767,184.88847836436634,193.42652633408147,150.73719986291744,184
GRETIO-4,100.00000000000043,0,100.00000000000004,99.99999999999987,0,99.99999999999976,100.00000000000004,0,100.0,99.99999999999956,100.00000000000003,0,100.00000000000047,99.99999999999991,0,100.00000000000017,99.99999999999999,100.00000000000007,0,0,100.00000000000001,0,100.00000000000003,0,0,0,100.00000000000003,0,100.00000000000009,100.00000000000024,0,100.0,0,0,100.00000000000006,0,0,100.00000000000009,100.00000000000017,100.0,99.99999999999999,100.00000000000001,99.99999999999996,100.0,0,99.99999999999955,0,100.00000000000004,0,0,100.00000000000011,100.00000000000016,99.99999999999999,0,100.0000000000004,99.99999999999997,100.00000000000006,0,99.99999999999997,100.00000000000003,0,100.00000000000017,100.00000000000004,100.0000000000003,100.00000000000007,100.00000000000017,0,99.99999999999999,0,0,99.99999999999991,0,100.0,0,0,0,100.0,99.99999999999999,99.99999999999996,0,100.0,100.00000000000001,0,100.00000000000006,0,100.0,0,99.99999999999994,99.99999999999999,0,0,99.99999999999999,0,100.00000000000023,99.99999999999994,99.99999999999983,99.99999999999982,99.99999999999999,99.99999999999982,99.99999999999994,99.9999999999995,0
ROCHAT-4,143.25194125459024,100.0,195.1385484282155,180.93972858551152,100.0,185.42785830473113,188.4355420697478,100.0,183.60191745618016,180.3700450307739,164.21939193938502,100.0,166.4240468186547,168.88652001086993,100.0,165.1532148776052,199.01162904712402,126.01016907171605,100.0,100.0,168.57607906967604,100.0,163.16232059443456,100.0,100.0,100.0,185.43181887903717,100.0,184.43674231586147,168.94612332390238,100.0,0.0,100.0,100.0,129.8511871719855,100.0,100.0,168.5760790696761,179.49296066121408,200.00000000000003,155.25867950343465,158.62269664093708,195.46996646598535,199.75290726178076,100.0,169.44461288712134,100.0,161.87818708121628,100.0,100.0,199.3469691918499,165.39028585332096,143.43746123338792,100.0,177.23012880094652,184.72317676882116,192.21223731630877,100.0,179.38540584001714,182.77214519639926,100.0,175.1908925075349,179.19910575961376,160.1685373497948,169.2244068319453,154.34704741364516,100.0,199.88625889828,100.0,100.0,195.94732180617302,100.0,193.37556135155785,100.0,100.0,100.0,187.6211076441444,179.14496242301033,178.06281774058573,100.0,164.89915087731225,168.57607906967604,100.0,200.00000000000017,100.0,199.9058694330592,100.0,166.72905108866888,182.7721451963992,100.0,100.0,174.42394692859128,100.0,164.58044378974023,174.1280147372601,165.018675816841,169.82233410422123,199.95293471652963,177.1189267845785,193.37556135155785,156.06152309112426,102
PENHOP-2,100.00000000000043,0,100.00000000000004,99.99999999999987,0,99.99999999999976,100.00000000000004,0,100.0,99.99999999999956,100.00000000000003,0,100.00000000000047,99.99999999999991,0,100.00000000000017,99.99999999999999,100.00000000000007,0,0,100.00000000000001,0,100.00000000000003,0,0,0,100.00000000000003,0,100.00000000000009,100.00000000000024,0,100.0,0,0,100.00000000000006,0,0,100.00000000000009,100.00000000000017,100.0,99.99999999999999,100.00000000000001,99.99999999999996,100.0,0,99.99999999999955,0,100.00000000000004,0,0,100.00000000000011,100.00000000000016,99.99999999999999,0,100.0000000000004,99.99999999999997,100.00000000000006,0,99.99999999999997,100.00000000000003,0,100.00000000000017,100.00000000000004,100.0000000000003,100.00000000000007,100.00000000000017,0,99.99999999999999,0,0,99.99999999999991,0,100.0,0,0,0,100.0,99.99999999999999,99.99999999999996,0,100.0,100.00000000000001,0,100.00000000000006,0,100.0,0,99.99999999999994,99.99999999999999,0,0,99.99999999999999,0,100.00000000000023,99.99999999999994,99.99999999999983,99.99999999999982,99.99999999999999,99.99999999999982,99.99999999999994,99.9999999999995,0
PATHBS,100.00000000000043,0,100.00000000000004,99.99999999999987,0,99.99999999999976,100.00000000000004,0,100.0,99.99999999999956,100.00000000000003,0,100.00000000000047,99.99999999999991,0,100.00000000000017,99.99999999999999,100.00000000000007,0,0,100.00000000000001,0,100.00000000000003,0,0,0,100.00000000000003,0,100.00000000000009,100.00000000000024,0,100.0,0,0,100.00000000000006,0,0,100.00000000000009,100.00000000000017,100.0,99.99999999999999,100.00000000000001,99.99999999999996,100.0,0,99.99999999999955,0,100.00000000000004,0,0,100.00000000000011,100.00000000000016,99.99999999999999,0,100.0000000000004,99.99999999999997,100.00000000000006,0,99.99999999999997,100.00000000000003,0,100.00000000000017,100.00000000000004,100.0000000000003,100.00000000000007,100.00000000000017,0,99.99999999999999,0,0,99.99999999999991,0,100.0,0,0,0,100.0,99.99999999999999,99.99999999999996,0,100.0,100.00000000000001,0,100.00000000000006,0,100.0,0,99.99999999999994,99.99999999999999,0,0,99.99999999999999,0,100.00000000000023,99.99999999999994,99.99999999999983,99.99999999999982,99.99999999999999,99.99999999999982,99.99999999999994,99.9999999999995,0
ROTWWH,126.19016075296452,100.00000000000006,189.5307947352557,175.37913422529257,100.00000000000006,180.28050721860777,183.9043504471011,100.00000000000006,161.25143134124474,178.1308425290592,150.16103953689571,100.00000000000006,154.0432384796593,164.82791130943386,100.00000000000006,143.89517908935997,189.8724002813223,103.49378538987627,100.00000000000006,100.00000000000006,139.23440168793343,100.00000000000006,131.67292289191465,100.00000000000006,100.00000000000006,100.00000000000006,173.77675072842365,100.00000000000006,177.89293650493892,160.10120517653212,100.00000000000006,129.8511871719855,100.00000000000006,100.00000000000006,0.0,100.00000000000006,100.00000000000006,139.23440168793343,169.7967764540997,200.00000000000009,141.15361407248636,156.46368118837813,183.72350045212508,197.4681000703309,100.00000000000006,152.09672513997592,100.00000000000006,147.4093612692614,100.00000000000006,100.00000000000006,200.00000000000006,172.76508741650872,79.41031515861319,100.00000000000006,163.40630517406447,174.43930573072325,190.13114025338965,100.00000000000006,169.61720084396674,184.80860042198367,100.00000000000006,139.23440168793374,182.09585049733766,130.41047300337752,147.8377927302553,125.73033707865187,100.00000000000006,199.99999999999997,100.00000000000006,100.00000000000006,196.0830441686764,100.00000000000006,192.404300210992,100.00000000000006,100.00000000000006,100.00000000000006,173.93799191356482,167.59891307970892,158.06132034911386,100.00000000000006,137.815959782695,139.23440168793343,100.00000000000006,200.00000000000028,100.00000000000006,199.99999999999991,100.00000000000006,139.2344016879334,184.80860042198364,100.00000000000006,100.00000000000006,162.7602842145857,100.00000000000006,121.05713518218403,159.13233698014471,155.3551095926373,154.97983574314043,200.00000000000006,169.54142581888203,192.4043002109915,116.92730138294205,10
RUSFS-3,100.00000000000043,0,100.00000000000004,99.99999999999987,0,99.99999999999976,100.00000000000004,0,100.0,99.99999999999956,100.00000000000003,0,100.00000000000047,99.99999999999991,0,100.00000000000017,99.99999999999999,100.00000000000007,0,0,100.00000000000001,0,100.00000000000003,0,0,0,100.00000000000003,0,100.00000000000009,100.00000000000024,0,100.0,0,0,100.00000000000006,0,0,100.00000000000009,100.00000000000017,100.0,99.99999999999999,100.00000000000001,99.99999999999996,100.0,0,99.99999999999955,0,100.00000000000004,0,0,100.00000000000011,100.00000000000016,99.99999999999999,0,100.0000000000004,99.99999999999997,100.00000000000006,0,99.99999999999997,100.00000000000003,0,100.00000000000017,100.00000000000004,100.0000000000003,100.00000000000007,100.00000000000017,0,99.99999999999999,0,0,99.99999999999991,0,100.0,0,0,0,100.0,99.99999999999999,99.99999999999996,0,100.0,100.00000000000001,0,100.00000000000006,0,100.0,0,99.99999999999994,99.99999999999999,0,0,99.99999999999999,0,100.00000000000023,99.99999999999994,99.99999999999983,99.99999999999982,99.99999999999999,99.99999999999982,99.99999999999994,99.9999999999995,0
YANHVO,100.00000000000043,0,100.00000000000004,99.99999999999987,0,99.99999999999976,100.00000000000004,0,100.0,99.99999999999956,100.00000000000003,0,100.00000000000047,99.99999999999991,0,100.00000000000017,99.99999999999999,100.00000000000007,0,0,100.00000000000001,0,100.00000000000003,0,0,0,100.00000000000003,0,100.00000000000009,100.00000000000024,0,100.0,0,0,100.00000000000006,0,0,100.00000000000009,100.00000000000017,100.0,99.99999999999999,100.00000000000001,99.99999999999996,100.0,0,99.99999999999955,0,100.00000000000004,0,0,100.00000000000011,100.00000000000016,99.99999999999999,0,100.0000000000004,99.99999999999997,100.00000000000006,0,99.99999999999997,100.00000000000003,0,100.00000000000017,100.00000000000004,100.0000000000003,100.00000000000007,100.00000000000017,0,99.99999999999999,0,0,99.99999999999991,0,100.0,0,0,0,100.0,99.99999999999999,99.99999999999996,0,100.0,100.00000000000001,0,100.00000000000006,0,100.0,0,99.99999999999994,99.99999999999999,0,0,99.99999999999999,0,100.00000000000023,99.99999999999994,99.99999999999983,99.99999999999982,99.99999999999999,99.99999999999982,99.99999999999994,99.9999999999995,0
SCAWWH-2,141.9890670205824,100.00000000000009,175.00000000000003,150.31910325322417,100.00000000000009,159.94827907968786,149.99999999999997,100.00000000000009,133.88031890187597,177.45253707351932,112.58079409048948,100.00000000000009,150.2390163642835,136.57071519144534,100.00000000000009,127.9837286054187,166.66666666666666,88.11592750594107,100.00000000000009,100.00000000000009,6.394884621840902e-14,100.00000000000009,94.08198794713948,100.00000000000009,100.00000000000009,100.00000000000009,149.30762446439863,100.00000000000009,154.6872028902834,175.00081462413175,100.00000000000009,168.5760790696761,100.00000000000009,100.00000000000009,139.23440168793343,100.00000000000009,100.00000000000009,0.0,179.81779957953748,200.0000000000001,137.65091103744095,137.26415094339626,158.33333333333331,191.66666666666654,100.00000000000009,156.78771415402392,100.00000000000009,147.7083446441174,100.00000000000009,100.00000000000009,200.00000000000009,199.99999999999994,152.90262172284653,100.00000000000009,157.02097113691846,162.83643892339552,190.13114025338962,100.00000000000009,107.11835334476847,150.9271615234918,100.00000000000009,110.77844311377255,152.78194548637165,121.7268503853873,122.57562493920832,162.24719101123634,100.00000000000009,199.99999999999986,100.00000000000009,100.00000000000009,196.08304416867594,100.00000000000009,174.99999999999994,100.00000000000009,100.00000000000009,100.00000000000009,164.60215726121618,146.04597882761897,154.327470253492,100.00000000000009,123.74697572777652,6.394884621840902e-14,100.00000000000009,200.00000000000028,100.00000000000009,200.00000000000003,100.00000000000009,18.181818181818223,149.99999999999997,100.00000000000009,100.00000000000009,182.1601124707933,100.00000000000009,156.3698766019921,134.89101240815967,184.46412996398476,117.09113147191205,200.00000000000006,184.5703275529863,174.99999999999986,90.8189151440868,3
AINSAP-2,162.2595272102185,100.00000000000017,197.4772249474423,187.7572050413998,100.00000000000017,181.9333859423241,168.93519457930756,100.00000000000017,182.02192080638403,190.37377323117963,184.86334968465306,100.00000000000017,167.75578236113142,186.9367253427769,100.00000000000017,177.23495845429994,196.63629992992267,179.81779957953736,100.00000000000017,100.00000000000017,179.81779957953748,100.00000000000017,179.81779957953788,100.00000000000017,100.00000000000017,100.00000000000017,186.765441986185,100.00000000000017,184.65683615353956,168.6374613017091,100.00000000000017,179.49296066121408,100.00000000000017,100.00000000000017,169.7967764540997,100.00000000000017,100.00000000000017,179.81779957953748,0.0,200.0000000000002,169.2954380964342,188.92782060266293,195.79537491240347,199.15907498248058,100.00000000000017,184.08534900938756,100.00000000000017,172.93383305815817,100.00000000000017,100.00000000000017,189.2401309949234,195.5782193442318,169.79677645409953,100.00000000000017,164.39227354425262,179.8177995795378,192.82210431474638,100.00000000000017,189.90889978976864,194.95444989488428,100.00000000000017,179.81779957953756,194.95444989488433,179.8177995795372,185.7042747021723,179.81779957953765,100.00000000000017,199.9999999999999,100.00000000000017,100.00000000000017,192.88979919904466,100.00000000000017,197.47722494744207,100.00000000000017,100.00000000000017,100.00000000000017,171.75893482831145,177.31652339562265,189.57560887246711,100.00000000000017,175.44524997945715,179.81779957953748,100.00000000000017,175.68221772848835,100.00000000000017,200.00000000000028,100.00000000000017,179.81779957953754,194.95444989488422,100.00000000000017,100.00000000000017,183.3362757605306,100.00000000000017,178.20602662929247,166.08269096005617,173.34250339326434,173.6237409024349,200.00000000000017,189.74872359595534,197.477224947442,161.16414770610712,20
PEAHOP-2,183.26316292223495,100.0,176.47058823529417,199.9999999999999,100.0,176.0057586179315,200.00000000000006,100.0,177.0495565646465,199.99999999999957,180.5170821791321,100.0,166.09525080042732,168.62622063610334,100.0,192.32481387673667,200.0,192.1445681946155,100.0,100.0,200.00000000000003,100.0,143.01011570446246,100.0,100.0,100.0,191.66649305193863,100.0,200.0000000000001,200.00000000000026,100.0,200.00000000000003,100.0,100.0,200.00000000000009,100.0,100.0,200.0000000000001,200.0000000000002,0.0,194.48621899359713,192.4528301886793,194.99624718538902,200.00000000000003,100.0,164.37026213335125,100.0,193.12449101471313,100.0,100.0,200.00000000000014,200.00000000000017,200.0,100.0,196.6677218880692,188.90860692102927,181.12913980884647,100.0,200.0,200.00000000000006,100.0,200.0000000000002,200.00000000000006,200.0000000000003,188.33632081370638,200.0000000000002,100.0,200.0,100.0,100.0,199.99999999999994,100.0,200.00000000000003,100.0,100.0,100.0,198.74941378771302,197.89329541265076,158.62734954302465,100.0,153.17255911964415,200.00000000000003,100.0,200.00000000000009,100.0,200.00000000000003,100.0,199.99999999999997,200.0,100.0,100.0,158.2531384895648,100.0,178.116890846328,199.99999999999997,177.45328974302672,191.31529810239246,85.71428571428572,199.99999999999983,199.99999999999997,199.99999999999952,1
PITSRA-2,99.64463461281309,99.99999999999999,179.36605302878868,148.4648117425137,99.99999999999999,152.59334687120585,172.80897829396787,99.99999999999999,155.63404760905823,170.29711779016242,137.90400435849466,99.99999999999999,144.15664047574145,130.4712396189565,99.99999999999999,117.28820849286905,190.77544437628816,125.3012445555097,99.99999999999999,99.99999999999999,137.6509110374409,99.99999999999999,132.8482737986598,99.99999999999999,99.99999999999999,99.99999999999999,159.09578324498185,99.99999999999999,154.80245273455333,153.97183630662852,99.99999999999999,155.25867950343465,99.99999999999999,99.99999999999999,141.15361407248636,99.99999999999999,99.99999999999999,137.65091103744095,169.2954380964342,194.48621899359713,0.0,144.73776574571335,173.91981583971432,193.84662039685455,99.99999999999999,125.13542907768527,99.99999999999999,116.60812810416859,99.99999999999999,99.99999999999999,200.00000000000003,176.07285033404048,150.73559607960877,99.99999999999999,152.05728091152585,161.33596161787054,170.7448754302413,99.99999999999999,158.08579217051707,165.767690621748,99.99999999999999,146.77150444408983,162.2843594709528,135.60890671230885,132.6877760690687,135.62915067870202,99.99999999999999,198.42305863216856,99.99999999999999,99.99999999999999,178.38786772668465,99.99999999999999,179.701015224928,99.99999999999999,99.99999999999999,99.99999999999999,167.29107298093277,149.37190777661704,152.4467846414941,99.99999999999999,126.18149855226417,137.6509110374409,99.99999999999999,197.96655004177882,99.99999999999999,199.99999999999966,99.99999999999999,135.86929367301693,165.7676906217479,99.99999999999999,99.99999999999999,143.94712734871408,99.99999999999999,141.48411851196263,139.32743759745094,125.28436451370865,123.74283101237941,194.33321157066936,170.61395693877782,179.7010152249276,134.28161228217638,145
NOOTSA-2,146.49173841341636,100.00000000000001,173.58490566037736,177.5604882476742,100.00000000000001,164.80150424275573,192.4528301886788,100.00000000000001,162.6046340718818,175.4102826277391,141.3358924177928,100.00000000000001,152.29845854896195,131.68167157128602,100.00000000000001,146.69626681843263,188.67924528301884,121.71767782326951,100.00000000000001,100.00000000000001,137.26415094339626,100.00000000000001,142.6466424851099,100.00000000000001,100.00000000000001,100.00000000000001,163.07753266872305,100.00000000000001,173.35403459298874,181.69050799960823,100.00000000000001,158.62269664093708,100.00000000000001,100.00000000000001,156.46368118837813,100.00000000000001,100.00000000000001,137.26415094339626,188.92782060266293,192.4528301886793,144.73776574571335,0.0,172.35473775142668,196.22641509433956,100.00000000000001,154.79710010041703,100.00000000000001,155.7030424899637,100.00000000000001,100.00000000000001,200.0,181.5796985809505,168.73996789727144,100.00000000000001,168.2019561729987,175.58889019102304,184.58441498530058,100.00000000000001,138.62206975414517,160.68904380484784,100.00000000000001,155.00320114488002,162.4654591320786,163.3739083216435,138.8637244900769,157.08783831531363,100.00000000000001,196.22641509433964,100.00000000000001,100.00000000000001,178.73760346398348,100.00000000000001,177.3584905660377,100.00000000000001,100.00000000000001,100.00000000000001,182.48247262130525,163.77799706055092,157.49937367210347,100.00000000000001,154.41616636405524,137.26415094339626,100.00000000000001,200.00000000000026,100.00000000000001,199.99999999999997,100.00000000000001,139.5368782161234,158.49056603773576,100.00000000000001,100.00000000000001,176.81186547441052,100.00000000000001,142.39643528510746,155.77439907727253,170.54810783954952,145.542330957603,192.45283018867923,191.82419020612906,177.5755440492742,151.65943404293523,53
LEVBHW-2,173.98550380357506,99.99999999999996,188.23529411764707,184.24594733198387,99.99999999999996,181.165454991828,164.29441814757865,99.99999999999996,168.76716897355635,197.05960187009273,145.24760657802258,99.99999999999996,161.66513726009603,170.6423509541641,99.99999999999996,181.17239783395001,133.2999749812359,172.8223797857651,99.99999999999996,99.99999999999996,158.33333333333326,99.99999999999996,151.72547328190765,99.99999999999996,99.99999999999996,99.99999999999996,173.47079873854634,99.99999999999996,197.00513405590405,193.98264307515063,99.99999999999996,195.46996646598535,99.99999999999996,99.99999999999996,183.72350045212508,99.99999999999996,99.99999999999996,158.33333333333331,195.79537491240347,194.99624718538902,173.91981583971432,172.35473775142668,0.0,199.99999999999997,99.99999999999996,166.4028503082895,99.99999999999996,174.8346815788048,99.99999999999996,99.99999999999996,199.99999999999997,198.90630696317908,189.16532905296947,99.99999999999996,184.37161565504329,191.18850007070515,172.19117939254616,99.99999999999996,145.2586008974998,200.0,99.99999999999996,186.02794411177646,200.00000000000003,184.25268111679244,144.8607684242902,189.88764044943818,99.99999999999996,199.99999999999997,99.99999999999996,99.99999999999996,199.99999999999991,99.99999999999996,200.0,99.99999999999996,99.99999999999996,99.99999999999996,181.25371267781756,169.56865223574044,136.33608375793824,99.99999999999996,150.00002675072696,158.33333333333326,99.99999999999996,200.0000000000001,99.99999999999996,199.99999999999994,99.99999999999996,162.121212121212,199.99999999999997,99.99999999999996,99.99999999999996,172.02784989419266,99.99999999999996,173.26073950773153,185.53639208896607,181.4978877552275,177.23313690414935,194.996247185389,199.07514450867032,199.99999999999994,176.056779636861,4
ROTTEC,196.22512616924493,100.0,188.23529411764707,199.6268490959974,100.0,191.666000159962,180.95691502023286,100.0,190.16409567056274,188.23840748037242,197.42997845490927,100.0,193.18970117395904,195.91356523785225,100.0,198.06585309693773,199.99999999999997,198.2764050734388,100.0,100.0,191.66666666666654,100.0,192.5403240924736,100.0,100.0,100.0,195.8332465259693,100.0,199.40102681118086,196.6502655674662,100.0,199.75290726178076,100.0,100.0,197.4681000703309,100.0,100.0,191.66666666666654,199.15907498248058,200.00000000000003,193.84662039685455,196.22641509433956,199.99999999999997,0.0,100.0,199.67049455237216,100.0,198.54498072642372,100.0,100.0,200.0,200.00000000000006,198.31460674157327,100.0,191.80592812276177,199.06832298136644,198.7663925316736,100.0,195.2258433390509,157.40895190436476,100.0,175.04990019960064,186.11319496540807,196.95913842255334,198.611863770895,198.42696629213532,100.0,200.0,100.0,100.0,198.69434805622532,100.0,133.33333333333334,100.0,100.0,100.0,199.99999999999994,196.4923368620636,199.99999999999994,100.0,195.30476859439617,191.66666666666654,100.0,200.0000000000002,100.0,200.0,100.0,192.4242424242423,177.77777777777777,100.0,100.0,197.0298206011645,100.0,198.41447446732556,194.44629419990707,199.4268388918888,193.35909794896304,199.99999999999994,199.99999999999966,188.89629876625537,195.45078813100386,1
SCHIHA-3,100.00000000000043,0,100.00000000000004,99.99999999999987,0,99.99999999999976,100.00000000000004,0,100.0,99.99999999999956,100.00000000000003,0,100.00000000000047,99.99999999999991,0,100.00000000000017,99.99999999999999,100.00000000000007,0,0,100.00000000000001,0,100.00000000000003,0,0,0,100.00000000000003,0,100.00000000000009,100.00000000000024,0,100.0,0,0,100.00000000000006,0,0,100.00000000000009,100.00000000000017,100.0,99.99999999999999,100.00000000000001,99.99999999999996,100.0,0,99.99999999999955,0,100.00000000000004,0,0,100.00000000000011,100.00000000000016,99.99999999999999,0,100.0000000000004,99.99999999999997,100.00000000000006,0,99.99999999999997,100.00000000000003,0,100.00000000000017,100.00000000000004,100.0000000000003,100.00000000000007,100.00000000000017,0,99.99999999999999,0,0,99.99999999999991,0,100.0,0,0,0,100.0,99.99999999999999,99.99999999999996,0,100.0,100.00000000000001,0,100.00000000000006,0,100.0,0,99.99999999999994,99.99999999999999,0,0,99.99999999999999,0,100.00000000000023,99.99999999999994,99.99999999999983,99.99999999999982,99.99999999999999,99.99999999999982,99.99999999999994,99.9999999999995,0
STRAMH-2,112.11435376606084,99.99999999999955,162.93594430250405,168.04333728059717,99.99999999999955,149.11427037585662,186.50847945060414,99.99999999999955,149.29679352047629,181.07858766017094,140.75324779196063,99.99999999999955,120.84946650033766,127.97985664665579,99.99999999999955,154.24377747312155,184.9525845583544,143.8722621379188,99.99999999999955,99.99999999999955,156.78771415402392,99.99999999999955,115.14316241621513,99.99999999999955,99.99999999999955,99.99999999999955,156.5223492750546,99.99999999999955,174.76863647289437,162.31449029310366,99.99999999999955,169.44461288712134,99.99999999999955,99.99999999999955,152.09672513997592,99.99999999999955,99.99999999999955,156.78771415402392,184.08534900938756,164.37026213335125,125.13542907768527,154.79710010041703,166.4028503082895,199.67049455237216,99.99999999999955,0.0,99.99999999999955,141.51239708166514,99.99999999999955,99.99999999999955,199.99999999999963,181.90570186809404,170.66569992132477,99.99999999999955,159.83438974829733,159.68543721092266,170.10909048011516,99.99999999999955,160.74177952555104,182.28515950613357,99.99999999999955,166.49443852877326,181.74382912788948,149.450325043215,142.9029745595179,170.3856141518094,99.99999999999955,199.85878337958823,99.99999999999955,99.99999999999955,195.88238549472558,99.99999999999955,189.20477390630614,99.99999999999955,99.99999999999955,99.99999999999955,170.92047904015655,158.34433055347614,132.79653240695865,99.99999999999955,111.31099435266286,156.78771415402392,99.99999999999955,198.0386580498375,99.99999999999955,199.29783958184234,99.99999999999955,148.98947587211862,182.28515950613357,99.99999999999955,99.99999999999955,123.16066415462707,99.99999999999955,151.69340880695137,150.5800261320306,105.03491641450239,139.39441606571316,164.01918192427223,179.31770551939556,189.20477390630688,147.26336630827947,102
ASHHTO,100.00000000000043,0,100.00000000000004,99.99999999999987,0,99.99999999999976,100.00000000000004,0,100.0,99.99999999999956,100.00000000000003,0,100.00000000000047,99.99999999999991,0,100.00000000000017,99.99999999999999,100.00000000000007,0,0,100.00000000000001,0,100.00000000000003,0,0,0,100.00000000000003,0,100.00000000000009,100.00000000000024,0,100.0,0,0,100.00000000000006,0,0,100.00000000000009,100.00000000000017,100.0,99.99999999999999,100.00000000000001,99.99999999999996,100.0,0,99.99999999999955,0,100.00000000000004,0,0,100.00000000000011,100.00000000000016,99.99999999999999,0,100.0000000000004,99.99999999999997,100.00000000000006,0,99.99999999999997,100.00000000000003,0,100.00000000000017,100.00000000000004,100.0000000000003,100.00000000000007,100.00000000000017,0,99.99999999999999,0,0,99.99999999999991,0,100.0,0,0,0,100.0,99.99999999999999,99.99999999999996,0,100.0,100.00000000000001,0,100.00000000000006,0,100.0,0,99.99999999999994,99.99999999999999,0,0,99.99999999999999,0,100.00000000000023,99.99999999999994,99.99999999999983,99.99999999999982,99.99999999999999,99.99999999999982,99.99999999999994,99.9999999999995,0
MCIHAT-2,107.77424293656568,100.00000000000004,189.37401596177867,157.92548553197327,100.00000000000004,156.4843715862067,171.03823906828336,100.00000000000004,153.47096216429034,177.5957609838718,142.52533268911804,100.00000000000004,143.0532847878829,151.02449231372103,100.00000000000004,145.46038009460185,183.32157011781305,124.47168064601746,100.00000000000004,100.00000000000004,147.70834464411737,100.00000000000004,137.675728511824,100.00000000000004,100.00000000000004,100.00000000000004,157.68859785443917,100.00000000000004,135.29861012155192,161.73601705482673,100.00000000000004,161.87818708121628,100.00000000000004,100.00000000000004,147.4093612692614,100.00000000000004,100.00000000000004,147.7083446441174,172.93383305815817,193.12449101471313,116.60812810416859,155.7030424899637,174.8346815788048,198.54498072642372,100.00000000000004,141.51239708166514,100.00000000000004,0.0,100.00000000000004,100.00000000000004,200.00000000000003,175.04239765176152,150.70486657254355,100.00000000000004,162.70952821434156,166.6441711528831,167.23769804320733,100.00000000000004,166.43465986209893,182.83511591291594,100.00000000000004,158.30979877478345,178.05092567457532,132.3121140078594,128.44469237082316,104.40789205685743,100.00000000000004,197.0161246538901,100.00000000000004,100.00000000000004,162.9974276279341,100.00000000000004,195.6349421792713,100.00000000000004,100.00000000000004,100.00000000000004,165.15570036829536,149.0133465122754,148.4227010501773,100.00000000000004,139.4034699958259,147.70834464411737,100.00000000000004,198.09978826212085,100.00000000000004,190.59015147402158,100.00000000000004,146.84254377831655,182.8351159129159,100.00000000000004,100.00000000000004,159.86025939396907,100.00000000000004,141.44647024336018,144.02607511548442,142.4651628350045,127.68046871092672,187.87773494760853,168.89035731198612,195.63494217927146,132.6597515036108,92
