,GARHSA,ZINTUT,GARITS-2,BUTTSA-3,KAIPAR,PIKHBT,GRETIO-4,NATHST,PEAHOP-2,RUSFS-3,MCIHAT-2,INUJAT,ELLTCO-4,AMIAHA,ROTWWH,PAPPOT-2,STRTEC-2,LYBCHS,FRASAT-13,HATHSA,NOOTSA-2,PURHPO-3,MATTHB,GRETSA-6,AINPAR,NOOAPH,RICCOT-11,BIRHOS,MCISGA,BRIPTT,COVROT-2,AINTPO,EPIHPO,FLAHPO-4,SCHIHA-3,SCAWWH-2,STRTEC,ROTTEC,WAXHQC,PEAHRO,COVROP,ASHHTO,DUSDHD,AINSAP-2,WINPKP,ROTHAJ,PITTEC,STOPAR,TOMCIH,FALSAT-3,HENDHO,GILTNT,CLACAH,KAIPOP-2,YANHVO,LOERPJ,LEVBHW-2,PATHBS,MELHAO,GAROMI-3,WARCSA-3,PENTSI,LOECER,WINAIR,PITSRA-2,PERHYL,COTMCA-2,ROCICH,AINRHA,ROCHAT-4,IRATIH,PENHOP-2,INUHLT,LESRCO,ROMFYY-2,SCHROH-5,KAIOHA-2,SPELTT,PURTMS,HUMHIS,BUCPAR,MURWIT,PENTIH,SIRTCO,ROBHOP,THITEM,STRAMH-2,CARTIJ,MENPIT,PENHTO,1173780,SWAPIA-2,DAVHOP,PENTSO-2,FLAHOT,MCIFRO,SWABSO,GALTTO-3,MIJHAS,SCHHOT-7
3.2.3,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,2.016000000000001,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0
3.2.4,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0
3.2.5,0.0,0,3.4989999999999997,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.9990000000000001,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0
3.2.6,0.0,0,0.9989999999999999,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,1.5,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0
3.2.7,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,1.999,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0
3.2.8,0.0,0,1.0010000000000001,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,2.5,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0
3.2.9,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,1.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0
3.2.10,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.5,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.3990000000000001,0.0,0,0,0.0,0.0,0,0.0,0.0,2.3940000000000006,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0
3.2.11,0.0,0,2.0010000000000003,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,2.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.095,0.0,0,0,0.0,0.0,0,0.0,0.0,0.5700000000000001,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0
3.2.12,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.17099999999999999,0.0,0,0,0.0,0.0,0,0.0,0.0,1.026,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0
3.3.1,0.0,0,0.9990000000000001,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,4.0,0.0,0,0,0.0,0.0,0.0,0,6.998000000000001,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,1.0010000000000001,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.9920000000000013,0.0,0,0,0.0,0.0,0,0.0,0.0,4.959999999999999,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0
3.3.2,0.0,0,0.9990000000000001,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,2.0080000000000005,0.0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0,0,0.0,0.0,0,0.0,0.0,2.0160000000000005,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0
3.3.3,0.0,0,1.0739999999999998,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.999,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,0.0,0.0,2.9970000000000003,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0
3.3.4,0.0,0,1.8530000000000002,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,1.0049999999999997,0.0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0
3.3.5,0.0,0,0.074,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0
3.3.6,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.9990000000000001,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0
App.,1.4999999999999998,0,0.0,0,17.0,0,0,0,0.9990000000000001,0,7.998000000000001,2.0,38.0,0,0.0,0.0,0,0.0,0.0,0.0,3.0,0,0,3.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,47.5,0.0,0.0,0,5.0,0,0,0.0,3.0,0.0,2.0,0,0,0,1.0,0,0,0,0,0.0,0.998,0,0,6.0,0.0,0,0.0,6.998000000000001,13.0,3.0,75.98599999999999,12.001,3.0,0.0,0,0,19.0,0.0,0,0.5,0.0,0.0,4.3740000000000006,11.998000000000001,0,0,0.0,0,5.498,0.0,22.996000000000002,2.0,0,0,14.996000000000002,12.0,0.0,0.0,0.0,0,8.496,0.0,0,0.0
Abs,0.0,0,0.0,0,1.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,10.5,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,1.0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,7.0,0.0,20.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,2.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,4.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0
