,Literature,IRATIH,ELLTCO-4,PURHPO-3,BRIPTT,NOOAPH,MCIFRO,ROCICH,BIRHOS,PITTEC,PENTSI,KAIPAR,1173780,MATTHB,ROBHOP,KAIOHA-2,SWAPIA-2,MENPIT,WARCSA-3,GAROMI-3,PENHTO,PERHYL,INUJAT,FALSAT-3,PITSRA-2,PEAHOP-2,AINSAP-2,SCAWWH-2,YANHVO,RUSFS-3,ROTWWH,PATHBS,PENHOP-2,ROCHAT-4,GRETIO-4,SPELTT,MCISGA,CLACAH,CARTIJ,EPIHPO,PEAHRO,LESRCO,AMIAHA,FLAHOT,STOPAR,TOMCIH,FRASAT-13,PIKHBT,THITEM,WINAIR,LOECER,DAVHOP,PAPPOT-2,DUSDHD,SCHHOT-7,GALTTO-3,BUCPAR,PURTMS,WINPKP,AINRHA,RICCOT-11,FLAHPO-4,LOERPJ,KAIPOP-2,GARITS-2,ROMFYY-2,MCIHAT-2,ASHHTO,STRAMH-2,SCHIHA-3,ROTTEC,LEVBHW-2,NOOTSA-2,PENTIH,HATHSA,AINPAR,COVROP,GRETSA-6,STRTEC,PENTSO-2,SWABSO,MELHAO,COTMCA-2,STRTEC-2,NATHST,ROTHAJ,WAXHQC,MURWIT,SCHROH-5,AINTPO,MIJHAS,ZINTUT,LYBCHS,INUHLT,GILTNT,HUMHIS,GARHSA,HENDHO,COVROT-2,SIRTCO,BUTTSA-3,totalStrictCites
WINAIR,66.73132364070982,100.00000000000007,55.448572599694145,100.00000000000007,105.5775563800075,100.00000000000007,100.00000000000007,76.4996320450107,105.5775563800075,72.66003582928799,100.00000000000007,60.98869474946994,76.56708656110756,100.00000000000007,36.992750340759926,128.6392592380469,41.83961994148767,100.00000000000007,104.78457510116645,93.60412519712179,100.00000000000007,67.9978510429589,112.7416242248286,100.00000000000007,67.20627258015212,170.82829630247204,179.81779957953745,105.57755638000758,100.00000000000007,100.00000000000007,118.39985251956462,100.00000000000007,100.00000000000007,144.0166204469169,100.00000000000007,129.53718487623132,97.64817098500443,100.00000000000007,129.16935769495205,100.00000000000007,100.00000000000007,105.5775563800075,100.00000000000007,179.41290368762233,100.00000000000007,100.00000000000007,183.32985951894625,100.00000000000007,128.90691004912847,0.0,91.68547092900639,68.06753587183744,88.90741589895384,100.00000000000007,98.17138457016601,96.05783082254605,100.00000000000007,148.62237740641876,117.94810716816642,113.36743364601222,100.00000000000007,102.75201040177127,154.51330287531394,100.00000000000007,200.00000000000017,100.00000000000007,88.3145320027657,100.00000000000007,92.54459017287988,100.00000000000007,105.5775563800075,59.7357122014256,72.320096396383,86.05418213901264,166.6888962987663,141.62143583631894,140.26011922130982,86.91649659125457,99.74364141469336,119.93074515549048,85.14256243967797,100.00000000000007,115.68788861270995,100.00000000000007,100.00000000000007,88.90741589895369,97.24040185084826,100.00000000000007,162.49114177331285,200.0000000000001,100.00000000000007,100.00000000000007,105.5775563800075,51.998982324480934,100.00000000000007,71.94215409314432,91.43810323714433,147.93397080482802,100.00000000000007,100.00000000000007,100.00000000000007,48
LOECER,111.12234524894431,100.00000000000009,100.01282612057616,100.00000000000009,117.96913887506224,100.00000000000009,100.00000000000009,108.19083869185684,117.96913887506224,88.24462255687652,100.00000000000009,103.58766439399793,121.99812372291134,100.00000000000009,79.51375093267055,105.46738245653364,82.61747593088882,100.00000000000009,109.14521019050638,102.83454555638995,100.00000000000009,86.89830867569127,120.28917997354162,100.00000000000009,103.26706978261265,200.00000000000009,179.81779957953745,117.9691388750623,100.00000000000009,100.00000000000009,130.41047300337763,100.00000000000009,100.00000000000009,149.90373981896448,100.00000000000009,146.50860088629983,108.84655414272142,100.00000000000009,141.66961811704422,100.00000000000009,100.00000000000009,117.96913887506224,100.00000000000009,177.8469248872607,100.00000000000009,100.00000000000009,190.87741526765925,100.00000000000009,135.1871430452648,91.68547092900639,0.0,104.28404422251323,108.84655414272157,100.00000000000009,110.56296706522073,117.96913887506221,100.00000000000009,181.96265836852643,82.54868900225668,147.77981346376401,100.00000000000009,110.59822219826927,145.5417293540881,100.00000000000009,198.4214680347279,100.00000000000009,125.41849011206811,100.00000000000009,130.23325424000114,100.00000000000009,117.96913887506224,109.14521019050635,102.80820356423547,106.32333064770755,157.72921486521727,111.42135813606677,171.4285714285715,100.57657587478725,139.7973915546529,124.41173756036666,124.14133326802194,100.00000000000009,156.50516719283516,100.00000000000009,100.00000000000009,108.8465541427214,99.78732069324403,100.00000000000009,127.09172360740308,200.0000000000001,100.00000000000009,100.00000000000009,117.96913887506224,99.7984529907873,100.00000000000009,115.42820636237568,120.6430478618731,158.35547913084264,100.00000000000009,100.00000000000009,100.00000000000009,22
DAVHOP,97.90429518176047,100.0,105.79797442293079,100.0,122.23055763940985,100.0,100.0,87.96785905898987,122.23055763940985,84.50379921713103,100.0,98.00384328797209,86.7129135538954,100.0,71.82530474108219,129.38339851215852,96.00147942757727,100.0,112.70901514952651,129.7253103699556,100.0,61.06811674710236,141.1764705882353,100.0,82.5630504687097,200.0,179.81779957953734,122.23055763940992,100.0,100.0,105.92607460616294,100.0,100.0,129.355175751952,100.0,138.0918244322067,100.00833541718764,100.0,137.50286464301342,100.0,100.0,122.23055763940985,100.0,162.10995445248224,100.0,100.0,177.7777777777778,100.0,106.71664170724338,68.06753587183744,104.28404422251323,0.0,100.0748690166555,100.0,114.82438582956836,112.71083208194842,100.0,177.78395198933094,155.4569653948536,126.70377311250802,100.0,88.92223055763951,137.0799339463011,100.0,200.00000000000009,100.0,101.81491334431242,100.0,133.43205421149145,100.0,122.23055763940985,88.92223055763941,59.15283852409642,99.92345733441859,166.68889629876622,107.88439306358377,183.34583645911476,101.94309400659908,124.07448061806986,106.61250582672969,119.01440304725631,100.0,147.5070294245772,100.0,100.0,100.00833541718764,122.23055763940981,100.0,200.00000000000003,200.00000000000003,100.0,100.0,122.23055763940985,103.57762702206801,100.0,110.39144680117263,108.77969136777794,152.10880100046896,100.0,100.0,100.0,12
PAPPOT-2,128.7639104578279,100.00000000000017,76.41143696993801,100.00000000000017,22.155688622754354,100.00000000000017,100.00000000000017,77.51119000582185,22.155688622754354,107.52935758692169,100.00000000000017,113.69073296992056,133.27441302027768,100.00000000000017,82.0303683184571,158.78737981122651,95.08368715266978,100.00000000000017,114.30611759104993,129.79184396942347,100.00000000000017,106.60565945537753,152.94117647058843,100.00000000000017,114.22906301587241,200.00000000000017,179.81779957953754,22.155688622754425,100.00000000000017,100.00000000000017,139.23440168793354,100.00000000000017,100.00000000000017,166.58560978957928,100.00000000000017,169.55260842647175,92.16262284330382,100.00000000000017,145.836371591075,100.00000000000017,100.00000000000017,22.155688622754354,100.00000000000017,173.92735554592173,100.00000000000017,100.00000000000017,177.84431137724565,100.00000000000017,140.09150238848167,88.90741589895384,108.84655414272157,100.0748690166555,0.0,100.00000000000017,14.749516812912859,22.155688622754322,100.00000000000017,188.89753278506356,155.45696539485377,156.60374214831995,100.00000000000017,119.4221508828252,190.89500546846546,100.00000000000017,200.00000000000026,100.00000000000017,125.5526560213632,100.00000000000017,154.81068146826064,100.00000000000017,22.155688622754354,99.9749812359271,98.59902835837774,90.81891514408704,166.6888962987664,169.1560693641619,200.00000000000017,107.18080101900516,162.30844134123024,133.2356662449226,130.11784311391523,100.00000000000017,178.19987327234577,100.00000000000017,100.00000000000017,0.06653359946785642,22.15568862275431,100.00000000000017,200.00000000000017,200.0000000000002,100.00000000000017,100.00000000000017,22.155688622754354,106.04854444704617,100.00000000000017,133.38161752026227,126.30747353452381,162.51993121775845,100.00000000000017,100.00000000000017,100.00000000000017,3
DUSDHD,100.00000000000044,0,100.00000000000003,0,100.0,0,0,100.00000000000003,100.0,100.00000000000007,0,99.99999999999986,100.00000000000016,0,100.00000000000003,99.99999999999984,100.00000000000001,0,100.0,99.99999999999993,0,99.99999999999983,100.00000000000003,0,99.99999999999987,100.0,99.99999999999984,100.00000000000007,0,0,100.00000000000018,0,0,100.00000000000017,0,99.99999999999932,100.00000000000001,0,100.0,0,0,100.0,0,99.99999999999997,0,0,100.0,0,100.0000000000001,100.00000000000007,100.00000000000009,100.0,100.00000000000017,0,100.00000000000004,99.99999999999997,0,100.00000000000001,100.00000000000001,100.00000000000023,0,100.00000000000009,100.00000000000011,0,100.00000000000006,0,100.0000000000001,0,99.99999999999987,0,100.0,99.99999999999999,99.99999999999999,99.99999999999969,99.99999999999997,99.99999999999979,100.0,100.00000000000006,99.99999999999989,100.00000000000007,100.00000000000018,0,99.99999999999994,0,0,100.00000000000001,99.99999999999996,0,100.0,100.00000000000006,0,0,100.0,99.99999999999994,0,100.0,100.00000000000009,100.00000000000003,0,0,0,0
SCHHOT-7,134.58289521074093,100.00000000000004,76.55192562786333,100.00000000000004,7.406171809841495,100.00000000000004,100.00000000000004,77.51119000582173,7.406171809841495,115.47355802360701,100.00000000000004,118.04972842154012,135.87357738973168,100.00000000000004,94.27639718574687,163.1898468910905,97.51341967226534,100.00000000000004,114.3061175910498,144.54136078233634,100.00000000000004,108.11957116026198,157.2997105430997,100.00000000000004,128.97857982878529,200.00000000000006,179.8177995795374,7.406171809841566,100.00000000000004,100.00000000000004,139.23440168793343,100.00000000000004,100.00000000000004,166.58560978957917,100.00000000000004,169.55260842647164,106.9121396562167,100.00000000000004,145.83637159107488,100.00000000000004,100.00000000000004,7.406171809841495,100.00000000000004,188.6768723588346,100.00000000000004,100.00000000000004,192.5938281901585,100.00000000000004,154.84101920139454,98.17138457016601,110.56296706522073,114.82438582956836,14.749516812912859,100.00000000000004,0.0,9.519725557461479,100.00000000000004,188.8975327850634,155.45696539485363,156.6037421483198,100.00000000000004,119.42215088282506,192.59382819015863,100.00000000000004,200.00000000000014,100.00000000000004,140.30217283427606,100.00000000000004,154.81068146826053,100.00000000000004,7.406171809841495,99.97498123592698,113.34854517129058,90.81891514408693,166.68889629876628,177.16415574314487,200.00000000000006,108.48249031183116,177.05795815414308,133.23566624492247,141.82368177901705,100.00000000000004,178.19987327234563,100.00000000000004,100.00000000000004,14.816050412380715,18.181818181818244,100.00000000000004,200.00000000000006,200.00000000000006,100.00000000000004,100.00000000000004,7.406171809841495,106.04854444704605,100.00000000000004,139.76402994908247,136.45015093730134,162.51993121775834,100.00000000000004,100.00000000000004,100.00000000000004,18
GALTTO-3,138.3457536649508,99.99999999999997,83.9580974377048,99.99999999999997,9.519725557461438,99.99999999999997,99.99999999999997,78.46556150447122,9.519725557461438,122.87972983344848,99.99999999999997,125.45590023138158,136.5828441835646,99.99999999999997,101.68256899558835,161.07629314347056,95.3998659246454,99.99999999999997,114.30611759104971,151.9475325921778,99.99999999999997,115.52574297010345,164.70588235294116,99.99999999999997,132.24941588382458,199.99999999999997,179.81779957953734,9.51972555746151,99.99999999999997,99.99999999999997,139.23440168793334,99.99999999999997,99.99999999999997,168.57607906967638,99.99999999999997,165.4810890666705,114.31831146605815,99.99999999999997,145.8363715910748,99.99999999999997,99.99999999999997,9.519725557461438,99.99999999999997,196.08304416867605,99.99999999999997,99.99999999999997,199.99999999999997,99.99999999999997,162.24719101123603,96.05783082254605,117.96913887506221,112.71083208194842,22.155688622754322,99.99999999999997,9.519725557461479,0.0,99.99999999999997,190.13114025338962,155.45696539485357,147.08401659085837,99.99999999999997,119.42215088282501,190.88589135982508,99.99999999999997,200.00000000000006,99.99999999999997,145.5388457570987,99.99999999999997,152.86503025369947,99.99999999999997,9.519725557461438,99.9749812359269,116.98113207547168,90.81891514408684,166.6888962987662,184.57032755298633,190.48027444253856,112.99376148913683,177.93745067907128,133.2356662449224,147.64432805618384,99.99999999999997,182.16011247079317,99.99999999999997,99.99999999999997,22.222222222222175,18.18181818181817,99.99999999999997,199.99999999999997,200.0,99.99999999999997,99.99999999999997,9.519725557461438,109.1703738390697,99.99999999999997,144.87325400931192,143.8563227471428,164.60215726121612,99.99999999999997,99.99999999999997,99.99999999999997,7
BUCPAR,100.00000000000044,0,100.00000000000003,0,100.0,0,0,100.00000000000003,100.0,100.00000000000007,0,99.99999999999986,100.00000000000016,0,100.00000000000003,99.99999999999984,100.00000000000001,0,100.0,99.99999999999993,0,99.99999999999983,100.00000000000003,0,99.99999999999987,100.0,99.99999999999984,100.00000000000007,0,0,100.00000000000018,0,0,100.00000000000017,0,99.99999999999932,100.00000000000001,0,100.0,0,0,100.0,0,99.99999999999997,0,0,100.0,0,100.0000000000001,100.00000000000007,100.00000000000009,100.0,100.00000000000017,0,100.00000000000004,99.99999999999997,0,100.00000000000001,100.00000000000001,100.00000000000023,0,100.00000000000009,100.00000000000011,0,100.00000000000006,0,100.0000000000001,0,99.99999999999987,0,100.0,99.99999999999999,99.99999999999999,99.99999999999969,99.99999999999997,99.99999999999979,100.0,100.00000000000006,99.99999999999989,100.00000000000007,100.00000000000018,0,99.99999999999994,0,0,100.00000000000001,99.99999999999996,0,100.0,100.00000000000006,0,0,100.0,99.99999999999994,0,100.0,100.00000000000009,100.00000000000003,0,0,0,0
PURTMS,145.52424213086675,100.00000000000001,135.76353325202095,100.00000000000001,190.13114025338967,100.00000000000001,100.00000000000001,177.7233563994467,190.13114025338967,165.87197441527294,100.00000000000001,132.44328554355565,129.17314958879768,100.00000000000001,153.7591085583284,170.84907757279382,142.6190410507775,100.00000000000001,161.53794815626992,133.9741756043897,100.00000000000001,162.24389678488555,147.3196658080881,100.00000000000001,155.77219858811262,151.38919759946657,180.18019421274482,190.13114025338973,100.00000000000001,100.00000000000001,190.13114025338984,100.00000000000001,100.00000000000001,182.99868392345508,100.00000000000001,161.87807956078052,160.37499998415063,100.00000000000001,152.6303589871133,100.00000000000001,100.00000000000001,190.13114025338967,100.00000000000001,194.84943670034983,100.00000000000001,100.00000000000001,198.76639253167372,100.00000000000001,188.89753278506345,148.62237740641876,181.96265836852643,177.78395198933094,188.89753278506356,100.00000000000001,188.8975327850634,190.13114025338962,100.00000000000001,0.0,149.92208659994049,160.13397268978494,100.00000000000001,190.1311402533898,189.57121917237345,100.00000000000001,200.0000000000001,100.00000000000001,149.80963441924553,100.00000000000001,132.9369549822694,100.00000000000001,190.13114025338967,141.52033785285622,177.5767780680822,166.99172800244168,190.13114025338962,170.84907757279376,144.45432318292956,148.36023922766475,146.65925678194986,137.3508852669798,141.51033126461027,100.00000000000001,123.45125797187387,100.00000000000001,100.00000000000001,188.8975327850634,183.1962658368526,100.00000000000001,144.45432318292956,197.38390335738944,100.00000000000001,100.00000000000001,190.13114025338967,134.06180257683454,100.00000000000001,126.46101271915691,146.7739745610154,97.91788792416764,100.00000000000001,100.00000000000001,100.00000000000001,18
WINPKP,118.91499412974578,100.00000000000001,119.15932282268345,100.00000000000001,155.4569653948536,100.00000000000001,100.00000000000001,144.0035530395602,155.4569653948536,140.10659314832668,100.00000000000001,118.26106373745424,122.18278615794158,100.00000000000001,106.74454105916058,129.43044488223703,102.51097749906698,100.00000000000001,155.45696539485363,82.1923838544942,100.00000000000001,137.68787472806832,105.88235294117649,100.00000000000001,127.90046637010352,166.72582076308782,179.8177995795374,155.45696539485368,100.00000000000001,100.00000000000001,155.45696539485377,100.00000000000001,100.00000000000001,162.66742494067827,100.00000000000001,166.46355371631483,155.4569653948536,100.00000000000001,147.12345844679217,100.00000000000001,100.00000000000001,155.4569653948536,100.00000000000001,196.0830441686761,100.00000000000001,100.00000000000001,200.00000000000003,100.00000000000001,162.24719101123605,117.94810716816642,82.54868900225668,155.4569653948536,155.45696539485377,100.00000000000001,155.45696539485363,155.45696539485357,100.00000000000001,149.92208659994049,0.0,146.60690781252615,100.00000000000001,133.27417923691223,141.28786641223726,100.00000000000001,200.0000000000001,100.00000000000001,129.41863540951243,100.00000000000001,111.68272027373297,100.00000000000001,155.4569653948536,122.18278615794141,132.81545596089134,155.4569653948533,166.68889629876625,138.32755298651244,138.15439219165927,146.77226349724629,133.12052403301306,155.4569653948537,115.04077925400159,100.00000000000001,139.97539503737397,100.00000000000001,100.00000000000001,155.4569653948536,137.27514721303538,100.00000000000001,66.72582076308785,200.00000000000006,100.00000000000001,100.00000000000001,155.4569653948536,115.95785835024608,100.00000000000001,108.38730417828975,134.3899195213613,158.34922619978116,100.00000000000001,100.00000000000001,100.00000000000001,18
AINRHA,102.84423433810261,100.00000000000023,134.3920392299948,100.00000000000023,156.60374214831978,100.00000000000023,100.00000000000023,136.69338042953075,156.60374214831978,123.36093570369398,100.00000000000023,128.96995915213668,113.33508485386623,100.00000000000023,136.6933804295308,142.95346330758588,115.8393204555787,100.00000000000023,120.4173102067628,143.43966795009308,100.00000000000023,130.02882420566812,151.3767699052165,100.00000000000023,111.30597829198793,190.00316566420653,129.8269633443453,156.60374214831987,100.00000000000023,100.00000000000023,140.0223262633502,100.00000000000023,100.00000000000023,148.0725562288501,100.00000000000023,101.8827947541776,149.9325213682335,100.00000000000023,113.27183880052331,100.00000000000023,100.00000000000023,156.60374214831978,100.00000000000023,196.0830441686761,100.00000000000023,100.00000000000023,200.00000000000003,100.00000000000023,152.33366362824083,113.36743364601222,147.77981346376401,126.70377311250802,156.60374214831995,100.00000000000023,156.6037421483198,147.08401659085837,100.00000000000023,160.13397268978494,146.60690781252615,0.0,100.00000000000023,140.02232626335012,163.9904834000284,100.00000000000023,160.55381690737877,100.00000000000023,111.64656841239301,100.00000000000023,122.36742841072359,100.00000000000023,156.60374214831978,136.69338042953075,126.251907021896,123.25267907483205,166.68889629876637,161.33102000037812,173.34177510455038,98.97030481674604,138.82964456497305,125.48692913910612,128.83557924389322,100.00000000000023,149.0168746439541,100.00000000000023,100.00000000000023,156.60374214831978,156.60374214831972,100.00000000000023,190.0031656642065,172.76401067284678,100.00000000000023,100.00000000000023,156.60374214831978,130.44659981609124,100.00000000000023,124.39626606601315,120.0219930355389,118.35255358131451,100.00000000000023,100.00000000000023,100.00000000000023,60
RICCOT-11,100.00000000000044,0,100.00000000000003,0,100.0,0,0,100.00000000000003,100.0,100.00000000000007,0,99.99999999999986,100.00000000000016,0,100.00000000000003,99.99999999999984,100.00000000000001,0,100.0,99.99999999999993,0,99.99999999999983,100.00000000000003,0,99.99999999999987,100.0,99.99999999999984,100.00000000000007,0,0,100.00000000000018,0,0,100.00000000000017,0,99.99999999999932,100.00000000000001,0,100.0,0,0,100.0,0,99.99999999999997,0,0,100.0,0,100.0000000000001,100.00000000000007,100.00000000000009,100.0,100.00000000000017,0,100.00000000000004,99.99999999999997,0,100.00000000000001,100.00000000000001,100.00000000000023,0,100.00000000000009,100.00000000000011,0,100.00000000000006,0,100.0000000000001,0,99.99999999999987,0,100.0,99.99999999999999,99.99999999999999,99.99999999999969,99.99999999999997,99.99999999999979,100.0,100.00000000000006,99.99999999999989,100.00000000000007,100.00000000000018,0,99.99999999999994,0,0,100.00000000000001,99.99999999999996,0,100.0,100.00000000000006,0,0,100.0,99.99999999999994,0,100.0,100.00000000000009,100.00000000000003,0,0,0,0
FLAHPO-4,114.29819216513248,100.00000000000009,112.03596193136393,100.00000000000009,119.42215088282504,100.00000000000009,100.00000000000009,80.29695024077046,119.42215088282504,99.85417146365813,100.00000000000009,113.69073296992048,106.74359658484536,100.00000000000009,104.04818966398852,129.42456408597727,106.30761177690876,100.00000000000009,109.90060839294168,151.94753259217794,100.00000000000009,92.76851488264721,164.7058823529413,100.00000000000009,108.93163600774697,200.00000000000009,169.79677645409953,119.4221508828251,100.00000000000009,100.00000000000009,59.94066172003616,100.00000000000009,100.00000000000009,115.7078156543,100.00000000000009,153.3405020256984,119.42215088282505,100.00000000000009,141.66961811704422,100.00000000000009,100.00000000000009,119.42215088282504,100.00000000000009,196.08304416867617,100.00000000000009,100.00000000000009,200.00000000000009,100.00000000000009,125.73033707865184,102.75201040177127,110.59822219826927,88.92223055763951,119.4221508828252,100.00000000000009,119.42215088282506,119.42215088282501,100.00000000000009,190.1311402533898,133.27417923691223,140.02232626335012,100.00000000000009,0.0,124.56419053548842,100.00000000000009,200.0000000000002,100.00000000000009,124.05233726043777,100.00000000000009,139.33177079757974,100.00000000000009,119.42215088282504,80.29695024077043,62.761591810775684,99.96828433777448,166.6888962987663,169.5414258188824,200.00000000000006,110.7374489852177,155.49279395273513,119.93074515549054,99.54339972903186,100.00000000000009,158.39768722030814,100.00000000000009,100.00000000000009,119.42215088282504,119.42215088282501,100.00000000000009,200.0000000000001,200.0000000000001,100.00000000000009,100.00000000000009,119.42215088282504,97.64426904406747,100.00000000000009,126.47008104845673,133.3438668562702,160.4377051743005,100.00000000000009,100.00000000000009,100.00000000000009,5
LOERPJ,146.80983681978105,100.00000000000011,175.9868991281756,100.00000000000011,200.0000000000001,100.00000000000011,100.00000000000011,145.4089959057464,200.0000000000001,173.28433427917497,100.00000000000011,172.94781684375346,150.85993609035305,100.00000000000011,145.87983286667838,137.11045419589178,153.28240556505415,100.00000000000011,190.47845751011678,154.3656580386438,100.00000000000011,148.59137201818118,153.3405888786431,100.00000000000011,150.15540732726777,200.0000000000001,188.61647830842136,200.0000000000002,100.00000000000011,100.00000000000011,141.22375163267372,100.00000000000011,100.00000000000011,113.7332101418081,100.00000000000011,151.0996602155124,190.8950054684653,100.00000000000011,193.572947583206,100.00000000000011,100.00000000000011,200.0000000000001,100.00000000000011,181.7626686110099,100.00000000000011,100.00000000000011,190.89500546846529,100.00000000000011,154.37815153588107,154.51330287531394,145.5417293540881,137.0799339463011,190.89500546846546,100.00000000000011,192.59382819015863,190.88589135982508,100.00000000000011,189.57121917237345,141.28786641223726,163.9904834000284,100.00000000000011,124.56419053548842,0.0,100.00000000000011,186.50265491275172,100.00000000000011,158.55448752503742,100.00000000000011,164.81352541408833,100.00000000000011,200.0000000000001,149.96247185389052,126.74406207223886,177.6928996950089,200.00000000000009,123.38706618423336,162.31446278839655,170.58931361837415,129.78432408442413,177.56274205311288,172.64955849786668,100.00000000000011,161.10649841179688,100.00000000000011,100.00000000000011,190.8950054684653,181.81818181818193,100.00000000000011,163.4706525701787,183.02848732335315,100.00000000000011,100.00000000000011,200.0000000000001,175.122141574963,100.00000000000011,158.73989707579673,170.58607611505263,191.4930229268631,100.00000000000011,100.00000000000011,100.00000000000011,22
KAIPOP-2,100.00000000000044,0,100.00000000000003,0,100.0,0,0,100.00000000000003,100.0,100.00000000000007,0,99.99999999999986,100.00000000000016,0,100.00000000000003,99.99999999999984,100.00000000000001,0,100.0,99.99999999999993,0,99.99999999999983,100.00000000000003,0,99.99999999999987,100.0,99.99999999999984,100.00000000000007,0,0,100.00000000000018,0,0,100.00000000000017,0,99.99999999999932,100.00000000000001,0,100.0,0,0,100.0,0,99.99999999999997,0,0,100.0,0,100.0000000000001,100.00000000000007,100.00000000000009,100.0,100.00000000000017,0,100.00000000000004,99.99999999999997,0,100.00000000000001,100.00000000000001,100.00000000000023,0,100.00000000000009,100.00000000000011,0,100.00000000000006,0,100.0000000000001,0,99.99999999999987,0,100.0,99.99999999999999,99.99999999999999,99.99999999999969,99.99999999999997,99.99999999999979,100.0,100.00000000000006,99.99999999999989,100.00000000000007,100.00000000000018,0,99.99999999999994,0,0,100.00000000000001,99.99999999999996,0,100.0,100.00000000000006,0,0,100.0,99.99999999999994,0,100.0,100.00000000000009,100.00000000000003,0,0,0,0
GARITS-2,191.61334535565518,100.00000000000006,200.0000000000001,100.00000000000006,200.00000000000009,100.00000000000006,100.00000000000006,200.0000000000001,200.00000000000009,200.00000000000014,100.00000000000006,199.99999999999994,200.00000000000026,100.00000000000006,200.00000000000014,199.99999999999994,193.4394518122655,100.00000000000006,200.0000000000001,200.0,100.00000000000006,199.99999999999994,200.00000000000014,100.00000000000006,200.0,200.00000000000006,171.0409221783003,200.00000000000017,100.00000000000006,100.00000000000006,200.00000000000028,100.00000000000006,100.00000000000006,198.42146803472795,100.00000000000006,176.73545917784045,200.0000000000001,100.00000000000006,195.83324652596937,100.00000000000006,100.00000000000006,200.00000000000009,100.00000000000006,200.00000000000009,100.00000000000006,100.00000000000006,200.00000000000009,100.00000000000006,200.0000000000002,200.00000000000017,198.4214680347279,200.00000000000009,200.00000000000026,100.00000000000006,200.00000000000014,200.00000000000006,100.00000000000006,200.0000000000001,200.0000000000001,160.55381690737877,100.00000000000006,200.0000000000002,186.50265491275172,100.00000000000006,0.0,100.00000000000006,197.82832944242378,100.00000000000006,198.42146803472767,100.00000000000006,200.00000000000009,200.0000000000001,200.00000000000009,199.99999999999977,200.00000000000006,199.9999999999999,200.0,180.76464150545627,194.86146115204772,186.69507891056818,200.00000000000028,100.00000000000006,200.0,100.00000000000006,100.00000000000006,200.0000000000001,200.00000000000006,100.00000000000006,200.00000000000006,146.69042533932628,100.00000000000006,100.00000000000006,200.00000000000009,200.00000000000006,100.00000000000006,200.00000000000006,193.11760063141298,193.7533218696265,100.00000000000006,100.00000000000006,100.00000000000006,19
ROMFYY-2,100.00000000000044,0,100.00000000000003,0,100.0,0,0,100.00000000000003,100.0,100.00000000000007,0,99.99999999999986,100.00000000000016,0,100.00000000000003,99.99999999999984,100.00000000000001,0,100.0,99.99999999999993,0,99.99999999999983,100.00000000000003,0,99.99999999999987,100.0,99.99999999999984,100.00000000000007,0,0,100.00000000000018,0,0,100.00000000000017,0,99.99999999999932,100.00000000000001,0,100.0,0,0,100.0,0,99.99999999999997,0,0,100.0,0,100.0000000000001,100.00000000000007,100.00000000000009,100.0,100.00000000000017,0,100.00000000000004,99.99999999999997,0,100.00000000000001,100.00000000000001,100.00000000000023,0,100.00000000000009,100.00000000000011,0,100.00000000000006,0,100.0000000000001,0,99.99999999999987,0,100.0,99.99999999999999,99.99999999999999,99.99999999999969,99.99999999999997,99.99999999999979,100.0,100.00000000000006,99.99999999999989,100.00000000000007,100.00000000000018,0,99.99999999999994,0,0,100.00000000000001,99.99999999999996,0,100.0,100.00000000000006,0,0,100.0,99.99999999999994,0,100.0,100.00000000000009,100.00000000000003,0,0,0,0
MCIHAT-2,74.19228790979915,100.0000000000001,110.88327697288433,100.0000000000001,147.70834464411757,100.0000000000001,100.0000000000001,115.97052115718692,147.70834464411757,97.31388678938383,100.0000000000001,100.71559602363533,96.66277826774296,100.0000000000001,90.96982051350058,144.22207299166482,105.26163908247793,100.0000000000001,125.1567788087757,98.17886387108571,100.0000000000001,97.44472126600913,126.8854731207865,100.0000000000001,70.40367129326306,182.6309788805039,168.96161846221298,147.70834464411763,100.0000000000001,100.0000000000001,128.3783050111301,100.0000000000001,100.0000000000001,137.42480907173672,100.0000000000001,120.47515757645333,93.14295021445247,100.0000000000001,111.49412405924937,100.0000000000001,100.0000000000001,147.70834464411757,100.0000000000001,141.5176497390111,100.0000000000001,100.0000000000001,150.02501250625323,100.0000000000001,88.35175694858336,88.3145320027657,125.41849011206811,101.81491334431242,125.5526560213632,100.0000000000001,140.30217283427606,145.5388457570987,100.0000000000001,149.80963441924553,129.41863540951243,111.64656841239301,100.0000000000001,124.05233726043777,158.55448752503742,100.0000000000001,197.82832944242378,100.0000000000001,0.0,100.0000000000001,101.49449668176037,100.0000000000001,147.70834464411757,111.0092838916337,72.82623459983391,116.15682581851893,166.68889629876637,145.44048539975213,176.11813887833225,102.81053190563014,102.08780108106136,123.54289909624597,97.30204081260737,100.0000000000001,130.03550184907309,100.0000000000001,100.0000000000001,125.48612242189536,143.3650035289647,100.0000000000001,178.28763776535106,190.86889168466027,100.0000000000001,100.0000000000001,147.70834464411757,102.99971067697388,100.0000000000001,91.89217844799353,90.81673179004797,139.07252472394916,100.0000000000001,100.0000000000001,100.0000000000001,92
