,project_muse_382681,humes_theory_of_the_self_revisited,pq30-0061,fshow,40232176,ContentServer.asp-3,project_muse_389389,project_muse_391081,ROCHAT-4v1,project_muse_389409,26303717,project_muse_382731,27744766,project_muse_439818,SCHIHA-3.2,3327575,2239-Article Text-2582-1-10-20140925,strawson-evident-connexion,project_muse_403836,project_muse_227867,1399612,project_muse_389490,project_muse_382726,2106947,20532746,07.0_pp_177_208_Hume_and_the_Problem_of_Personal_Identity,ContentServer.asp-2,penelhum-themes-book,thiel-early-modern-self-13-14,project_muse_388510,acprof-9780199229505-chapter-6,1173639,rocknack-imagined-causes-ch-10,project_muse_388506,project_muse_388443,2182635,project_muse_596651,2660181,ContentServer.asp-5,project_muse_383297,MURRAY-1993-Ethos,Schwerin2012_Article_HumeOnTheSelf,humes_theory_of_the_self_and_its_identity,acpq_1995_0069_0003_0485_0501&pdfname=acpq_1995_0069_0003_0091_0107,533Cottrell,project_muse_383238,ContentServer.asp-4,23598030,project_muse_228761,19333-Texto del artículo-19408-1-10-20110602,20009239,project_muse_388507,ContentServer.asp-8,Prolegomena_11_2_2012_Article_Lybaert,20708617,project_muse_38,10088-Texto del artículo-10169-1-10-20110601,1130384,project_muse_390704,ContentServer.asp-7,project_muse_383344,1173637,project_muse_553401,27902511,project_muse_385510,1173636,43155096,project_muse_365207,27745095,project_muse_388509,ContentServer.asp-6,Kail-2008-European_Journal_of_Philosophy,41441496,20126883,9780470776377.ch8,project_muse_399569,Levin2007_Article_BundlingHumeWithKripkenstein,Gilead2008_Article_AHumeanArgumentForPersonalIden,2184977,2653404-2,ipq_2004_0044_0002_0276_0278&pdfname=ipq_2004_0044_0002_0134_0136,pq21-0324,Projection and Realism in Hume s Philosophy,project_muse_383319,SIRTCO.1,Flage_et_al-1984-The_Southern_Journal_of_Philosophy,project_muse_439820,WINKLER-2010-Philosophical_Books,fzt013,project_muse_389493,24439665,31448-231447-1-PB,1173780,project_muse_382933,Projection and Realism in Hume's Philosophy coventry review,project_muse_511194,1398236,acpq_1990_0064_0002_0233_,out,pq9-0097,20131803
1.3.15,0.0,0.0,0.0,0.0,2.877,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,5.999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.31900000000000006,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.25,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.001,0,0,0.0,0.0,0.0,0.497,0.0,0.654,0,0.0,0.25,0.0,0.0,0.0,0,0.0,0.0,0.0,0.125,0.0,0.0,0,0.0,0.0,0.0,2.253,0.0,0.0,0.0,0.9969999999999999,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.001,0.0,0.0,0.0,0.0,0,0.0,0.27299999999999996,0.0,0.0
1.3.16,0.0,0.0,0.0,0.0,1.125,0.0,0.0,0.0,0.999,0,0.0,0.0,0.0,0,0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.229,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.999,0.0,0,0.0,0.0,0.75,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.15000000000000002,0,0.0,0.75,0.0,0.0,0.0,0,1.0,2.0,0.0,0.875,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.18899999999999997,0.0,0.0
1.4.1,0.0,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.167,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.562,0.0,0,0.0,0.333,0.0,0.0,0.0,1.0010000000000001,0.0,0.333,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,2.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9990000000000001,0.0,0,0.0,0,0.0,0.0,5.499,0.0,0.0,0.0,1.333,0.0,0.0,0.0,0.0,0,0.0,5.0,0.0,0.0
1.4.2,0.0,0.666,0.0,0.0,4.974000000000002,1.9989999999999999,0.0,1.9989999999999999,89.94099999999997,0,0.0,0.0,6.003999999999998,0,0,0.0,0.0,42.32699999999995,2.0,2.9970000000000008,0.0,6.995,10.995000000000001,0.0,8.325999999999997,8.901000000000007,0,6.825000000000011,18.592000000000024,0.9990000000000001,5.997999999999999,2.0,89.21700000000008,2.973000000000003,0.666,0,5.9990000000000006,1.0,0.9990000000000001,0,0,0.0,0.0,2.0010000000000003,40.66400000000001,4.9990000000000006,0.0,0,1.0,0,0,4.198,0.0,0.0,2.247,0.0,0.0,0,1.9980000000000002,0.9990000000000001,0.0,12.0,28.089000000000016,0,1.0,8.900000000000004,1.002,0.9990000000000001,8.971000000000009,0.0,0,1.0,2.0,2.004,3.9989999999999997,0.0,1.0,0.0,0.998,5.922999999999998,3.974000000000002,0.9990000000000001,0,0.0,0,0.0,0.0,6.496,1.9989999999999999,2.997,0.9750000000000008,12.664000000000001,7.952000000000007,0.0,0.0,0.0,0,5.922999999999998,14.95699999999999,3.9960000000000004,2.9970000000000003
1.4.3,0.0,0.0,0.0,0.0,3.25,0.0,0.0,15.0,10.197000000000001,0,0.0,0.0,0.0,0,0,0.0,0.0,4.501,0.0,0.0,0.0,0.5,1.0,0.0,1.6660000000000001,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,1.0,2.8339999999999996,0.0,0.0,0,1.001,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2.0,6.334,0,0.0,0.0,0.0,0.0,3.0010000000000012,0.0,0,11.001,1.0,0.0,4.0,0.0,0.0,0.0,0.0,4.003000000000001,1.001,0.0,0,0.0,0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.003000000000001,0.0,0.0,0.0,0,4.003000000000001,2.001,0.0,1.0
1.4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.21,0,0.0,0.0,0.0,0,0,0.0,0.0,2.0,0.0,0.0,0.0,0.5,0.0,0.0,3.984000000000001,1.9920000000000004,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.9990000000000001,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,2.4959999999999996,0.0,0.0,0,0.0,0.0,0.0,3.0,0.9920000000000004,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0,0.0,0.0,5.0,0.9990000000000001,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,2.984000000000001,0.0,0.0
1.4.5,0.0,0.0,0.0,0.0,1.167,0.0,0.0,4.014000000000001,2.0509999999999997,0,0.0,0.333,0.333,0,0,0.0,0.0,43.027000000000015,0.333,3.8310000000000004,0.666,0.0,0.501,0.0,3.0,24.12600000000002,0,0.0,16.226000000000006,0.0,6.664000000000001,0.0,5.165000000000001,1.8800000000000006,0.333,0,5.673000000000001,0.9990000000000001,0.0,0,0,0.666,0.0,1.999,6.836,3.999,1.999,0,0.25,0,0,2.766999999999999,0.0,0.0,0.49800000000000005,0.0,0.0,0,1.333,0.0,9.014000000000001,9.0,31.79799999999998,0,0.0,2.007000000000001,0.0,2.001,2.166,0.333,0,3.007000000000001,2.0,1.0,4.998000000000001,0.0,0.0,0.0,1.666,0.333,0.0,2.334,0,0.0,0,13.001,7.009,2.998,0.0,0.0,3.0,6.173000000000001,3.0,0.111,3.9990000000000006,0.0,0,0.333,5.016000000000002,2.499,1.0
1.4.6,0.0,4.996,12.995000000000003,0.0,22.852000000000004,0.9990000000000001,0.9990000000000001,10.663000000000002,24.43100000000002,0,0.0,2.665,15.659,0,0,4.022999999999999,0.0,26.18400000000002,25.662000000000003,19.166000000000004,20.318,0.0,1.999,0.0,0.0,24.079000000000008,0,38.304000000000016,50.47,5.012999999999999,35.99900000000002,17.994,208.13599999999997,18.150999999999996,5.661000000000001,0,49.37799999999999,0.9990000000000001,0.0,0,0,17.319000000000006,11.996,8.406,30.499999999999996,22.651000000000003,5.998,0,7.763999999999996,0,0,21.284000000000006,0.0,1.0080000000000002,12.659000000000002,0.0,0.0,0,4.665000000000001,0.0,11.007999999999997,21.0,69.42500000000001,0,0.0,22.031999999999986,0.0,0.0,44.925000000000004,2.672999999999997,0,9.995000000000001,10.048,2.0,58.65200000000001,0.0,5.500000000000001,0.0,5.330000000000001,11.689999999999998,2.0080000000000005,11.660000000000002,0,0.0,0,0.333,11.004999999999997,4.016000000000001,0.0,6.992999999999999,1.7810000000000004,35.841000000000015,17.00700000000001,0.888,0.0,1.0,0,11.689999999999998,23.015999999999995,8.494000000000002,1.0080000000000002
1.4.7,0.0,0.0,0.0,0.0,11.581999999999999,0.0,0.0,0.333,0.0,0,0.0,7.9940000000000015,0.0,0,0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9990000000000001,0,0.0,0.363,0.0,0.333,0.0,1.998,0.592,0.0,0,1.9989999999999999,0.0,0.0,0,0,0.0,0.0,0.333,0.56,6.333,0.0,0,0.0,0,0,1.999,0.0,0.0,0.333,0.0,0.0,0,0.9990000000000001,0.0,0.0,1.0,7.109000000000001,0,0.0,2.0,0.0,0.0,0.0,0.0,0,3.9989999999999997,0.0,0.0,5.333,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0080000000000005,0.0,1.0,0.0,0,0.0,10.007999999999992,0.0,0.0
2.1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,4.498,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0,0.10500000000000001,0.25,0.25,0.0,0.0,0.0,0.0,3.123,0,1.25,0.0,0.0,0,0,0.0,0.0,0.0,0.25,0.0,0.0,0,2.082,0,0,0.0,0.0,0.0,0.25,0.0,0.0,0,0.0,0.0,0.5,0.0,1.25,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.9990000000000001,0,0.0,0,0.0,0.0,0.0,0.9990000000000001,0.0,0.0,0.0,0.0,1.749,0.0,0.0,0,0.0,1.0,0.75,0.0
2.1.2,0.0,0.0,0.0,0.0,3.001,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,1.0,3.5,0.0,0.75,0.0,0.334,0.0,0.0,1.0,0,5.010000000000001,0.75,2.7479999999999998,0.0,1.002,0.0,0.0,6.8740000000000006,0,11.751999999999999,0.0,0.0,0,0,0.0,0.0,0.0,2.75,0.0,0.0,0,4.498,0,0,0.0,0.0,0.0,0.75,0.0,0.0,0,0.0,0.0,3.5,0.0,3.75,0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.9990000000000001,0.0,0.0,0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.25,0.0,0.0,0,0.9990000000000001,6.0,2.25,0.0
2.1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.001,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0,2.0,0.0,0.75,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.75,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2490000000000006,0.0,0.0,0,0.0,1.0,0.0,0.0
2.1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9989999999999999,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1.9989999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.25,0,0,0.0,0.0,0.0,1.9989999999999999,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.25,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0,0.0,3.0,0.0,0.0
2.1.5,0.0,0.0,0.0,0.0,3.332,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,1.0,3.667,0.0,0.0,0.0,0.0,0.0,0.0,3.0010000000000003,0,2.002,0.9990000000000001,1.001,0.0,3.4000000000000012,0.0,0.0,0.0,0,3.000000000000001,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,7.1880000000000015,0,0,0.0,0.0,0.0,1.998,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,1.002,0.0,0.0,0.0,0.0,2.0010000000000003,0.0,0.0,0,0.0,6.0,0.0,0.0
2.1.6,0.0,0.0,0.0,0.0,2.501,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.334,0.0,0.0,0.0,3.9990000000000006,0.0,0.0,0.0,0,2.002,0.0,1.0,0.0,6.398000000000001,0.0,0.0,2.9990000000000006,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,9.056,0,0,0.0,0.0,0.0,1.9989999999999999,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
2.1.7,0.0,0.0,0.0,0.0,2.167,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.9990000000000001,0,0.0,0.0,0.0,0.0,1.3900000000000001,0.0,0.0,0.0,0,0.333,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,6.164999999999999,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,3.332,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.333,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2.0,0.0,0.0
2.1.8,0.0,0.0,0.0,0.0,1.666,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,1.0,1.666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.666,0.0,0.0,2.2270000000000003,0.0,0.0,1.332,0,2.332,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.3310000000000004,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.666,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.666,0.666,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0
2.1.9,0.0,0.0,0.0,0.0,0.333,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.333,0.0,0.0,1.0,0,0.0,1.332,0.0,0.0,0.25000000000000006,0.0,0.0,0.666,0,1.333,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.6599999999999995,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333,0.0,0.0,0.9990000000000001,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9990000000000001,0.0,0.0,0,0.0,1.0,0.0,0.0
2.1.10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0,0.27299999999999996,0.0,0.0,0.0,0.6290000000000001,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,7.002999999999999,0.0,0.0,0,0.333,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0
2.1.11,0.0,0.0,0.0,0.0,2.0010000000000003,0.0,0.0,0.0,1.332,0,0.0,0.0,0.0,0,0,0.0,0.0,5.0,20.999000000000002,0.0,1.9989999999999999,0.0,6.5009999999999994,0.0,0.0,1.0,0,4.473000000000001,3.9979999999999998,1.0080000000000002,0.0,3.6940000000000017,0.0,0.0,1.001,0,5.008000000000001,0.0,0.0,0,0,0.0,1.999,0.0,0.0,0.0,0.0,0,3.6750000000000003,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,2.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,3.665,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.999,0.0,0.0,0.0,0.0,0,0.0,4.0,0.0,0.0
2.1.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.666,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.18899999999999997,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.998,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0
2.2.1,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0,0.54,1.0,0.0,0.27,0.0,0.0,0.0,1.0,0,2.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,5.080000000000001,0.0,0.0
2.2.2,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.858,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,3.0,15.997,0.0,0.0,0.0,1.4989999999999999,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,5.998,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,4.969999999999997,0.0,0.0
2.2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.143,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9990000000000001,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.334,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6000000000000001,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,3.0,0.0,0.0
2.2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.333,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.998,0.0,0.0,0,1.9989999999999999,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.9999999999999996,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
2.2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.9990000000000001,0.0,0.0,0.0,0.0,0.9990000000000001,0,1.999,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,2.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2.0,0.0,0.0
2.2.6,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.002,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,2.0,0.0,0.0,0,1.8360000000000003,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,5.0,0,0.0,2.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.002,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
2.2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.167,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
2.2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0080000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0
2.2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.001,0.0,0.0,1.0,0,0.0,4.499,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.9990000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
2.2.10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.6000000000000001,4.497,0.0,0.30000000000000004,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,4.2,0.0,0.0
